rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,msg,data,id,extended,dlc
1479513000122180091,,256828,,1479513000,122128103,'',,"[183, 37, 0, 0, 183, 37, 0, 128]",97,False,8
1479513000125214709,,256829,,1479513000,125114930,'',,"[11, 0, 50, 0, 0, 0, 0, 0]",108,False,4
1479513000125711492,,256830,,1479513000,125625523,'',,"[17, 0, 242, 255, 233, 3, 0, 0]",107,False,6
1479513000125816355,,256831,,1479513000,125749946,'',,"[203, 42, 0, 0, 203, 42, 0, 128]",99,False,8
1479513000127406914,,256832,,1479513000,127368887,'',,"[203, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000128944373,,256833,,1479513000,128886513,'',,"[0, 0, 0, 16, 7, 0, 0, 168]",116,False,8
1479513000130576820,,256834,,1479513000,130533699,'',,"[210, 10, 217, 10, 197, 10, 218, 10]",106,False,8
1479513000135137490,,256835,,1479513000,135082119,'',,"[19, 0, 53, 0, 0, 0, 0, 0]",108,False,4
1479513000135337598,,256836,,1479513000,135299848,'',,"[20, 0, 242, 255, 233, 3, 0, 0]",107,False,6
1479513000135597330,,256837,,1479513000,135565385,'',,"[203, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000135874511,,256838,,1479513000,135842750,'',,"[19, 0, 0, 0, 241, 12, 247, 128]",101,False,8
1479513000136360996,,256839,,1479513000,136322669,'',,"[3, 254, 59, 254, 15, 254, 129, 0]",112,False,8
1479513000138498505,,256840,,1479513000,138459177,'',,"[211, 10, 221, 10, 202, 10, 211, 10]",106,False,8
1479513000142163731,,256841,,1479513000,142104325,'',,"[187, 37, 0, 0, 187, 37, 0, 128]",97,False,8
1479513000145256152,,256842,,1479513000,145108237,'',,"[20, 0, 56, 0, 0, 0, 0, 0]",108,False,4
1479513000145433244,,256843,,1479513000,145379480,'',,"[16, 0, 242, 255, 252, 3, 0, 0]",107,False,6
1479513000145644402,,256844,,1479513000,145597734,'',,"[227, 42, 0, 0, 227, 42, 0, 128]",99,False,8
1479513000145897654,,256845,,1479513000,145860362,'',,"[172, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000148930052,,256846,,1479513000,148866363,'',,"[0, 0, 0, 16, 5, 0, 0, 168]",116,False,8
1479513000150561735,,256847,,1479513000,150506740,'',,"[212, 10, 220, 10, 196, 10, 218, 10]",106,False,8
1479513000150685700,,256848,,1479513000,150643843,'',,"[12, 0, 0, 0, 0, 0, 0, 0]",103,False,1
1479513000155278076,,256849,,1479513000,155195188,'',,"[132, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000155420695,,256850,,1479513000,155380600,'',,"[17, 0, 57, 0, 0, 0, 0, 0]",108,False,4
1479513000155635553,,256851,,1479513000,155601951,'',,"[8, 0, 242, 255, 242, 3, 0, 0]",107,False,6
1479513000155921267,,256852,,1479513000,155888251,'',,"[18, 0, 0, 0, 241, 12, 247, 128]",101,False,8
1479513000156446929,,256853,,1479513000,156412325,'',,"[3, 254, 59, 254, 15, 254, 129, 0]",112,False,8
1479513000158434946,,256854,,1479513000,158396199,'',,"[211, 10, 217, 10, 201, 10, 211, 10]",106,False,8
1479513000160793394,,256855,,1479513000,160729259,'',,"[0, 1, 0, 192, 3, 0, 0, 0]",105,False,5
1479513000162188560,,256856,,1479513000,162138739,'',,"[205, 37, 0, 0, 205, 37, 0, 128]",97,False,8
1479513000165359408,,256857,,1479513000,165167334,'',,"[8, 0, 49, 0, 0, 0, 0, 0]",108,False,4
1479513000165489821,,256858,,1479513000,165441034,'',,"[4, 0, 243, 255, 223, 3, 0, 0]",107,False,6
1479513000165701786,,256859,,1479513000,165662009,'',,"[187, 42, 0, 0, 187, 42, 0, 128]",99,False,8
1479513000166232416,,256860,,1479513000,166190953,'',,"[132, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000168901411,,256861,,1479513000,168863013,'',,"[0, 0, 0, 16, 8, 0, 0, 168]",116,False,8
1479513000170852121,,256862,,1479513000,170772112,'',,"[212, 10, 216, 10, 204, 10, 211, 10]",106,False,8
1479513000173146732,,256863,,1479513000,173103009,'',,"[234, 0, 236, 0, 232, 0, 229, 0]",113,False,8
1479513000175261373,,256864,,1479513000,175191176,'',,"[87, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000175536504,,256865,,1479513000,175455781,'',,"[253, 255, 36, 0, 0, 0, 0, 0]",108,False,4
1479513000175694996,,256866,,1479513000,175607374,'',,"[5, 0, 244, 255, 242, 3, 0, 0]",107,False,6
1479513000175939128,,256867,,1479513000,175892918,'',,"[16, 0, 0, 0, 241, 12, 246, 128]",101,False,8
1479513000176455785,,256868,,1479513000,176414338,'',,"[3, 254, 59, 254, 15, 254, 129, 0]",112,False,8
1479513000178748328,,256869,,1479513000,178629764,'',,"[211, 10, 214, 10, 206, 10, 209, 10]",106,False,8
1479513000181783365,,256870,,1479513000,181741724,'',,"[143, 3, 0, 0, 0, 0, 0, 0]",114,False,2
1479513000182229061,,256871,,1479513000,182190961,'',,"[194, 37, 0, 0, 194, 37, 0, 128]",97,False,8
1479513000185414378,,256872,,1479513000,185367818,'',,"[245, 255, 31, 0, 0, 0, 0, 0]",108,False,4
1479513000185717612,,256873,,1479513000,185654802,'',,"[9, 0, 244, 255, 252, 3, 0, 0]",107,False,6
1479513000185871029,,256874,,1479513000,185834914,'',,"[243, 42, 0, 0, 243, 42, 0, 128]",99,False,8
1479513000186171949,,256875,,1479513000,186125889,'',,"[48, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000188923944,,256876,,1479513000,188880219,'',,"[0, 0, 0, 16, 9, 0, 0, 168]",116,False,8
1479513000190816225,,256877,,1479513000,190772367,'',,"[211, 10, 212, 10, 209, 10, 209, 10]",106,False,8
1479513000195228760,,256878,,1479513000,195184957,'',,"[243, 255, 32, 0, 0, 0, 0, 0]",108,False,4
1479513000195476813,,256879,,1479513000,195443133,'',,"[48, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000195741357,,256880,,1479513000,195709288,'',,"[13, 0, 245, 255, 193, 3, 0, 0]",107,False,6
1479513000196017420,,256881,,1479513000,195970506,'',,"[15, 0, 0, 0, 241, 12, 248, 128]",101,False,8
1479513000196766560,,256882,,1479513000,196696281,'',,"[3, 254, 59, 254, 15, 254, 129, 0]",112,False,8
1479513000198413414,,256883,,1479513000,198360716,'',,"[210, 10, 218, 10, 206, 10, 215, 10]",106,False,8
1479513000200775723,,256884,,1479513000,200729016,'',,"[12, 0, 0, 0, 0, 0, 0, 0]",103,False,1
1479513000202230106,,256885,,1479513000,202191091,'',,"[179, 37, 0, 0, 179, 37, 0, 128]",97,False,8
1479513000205401076,,256886,,1479513000,205365796,'',,"[244, 255, 32, 0, 0, 0, 0, 0]",108,False,4
1479513000205652509,,256887,,1479513000,205622978,'',,"[14, 0, 247, 255, 203, 3, 0, 0]",107,False,6
1479513000205871551,,256888,,1479513000,205837838,'',,"[3, 43, 0, 0, 3, 43, 0, 128]",99,False,8
1479513000206155394,,256889,,1479513000,206122886,'',,"[97, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000208970962,,256890,,1479513000,208905865,'',,"[0, 0, 0, 16, 15, 0, 255, 171]",116,False,8
1479513000210605180,,256891,,1479513000,210550651,'',,"[216, 10, 212, 10, 206, 10, 211, 10]",106,False,8
1479513000210869143,,256892,,1479513000,210818334,'',,"[0, 1, 0, 192, 3, 0, 0, 0]",105,False,5
1479513000215340320,,256893,,1479513000,215284677,'',,"[127, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000216000785,,256894,,1479513000,215946280,'',,"[14, 0, 0, 0, 240, 12, 250, 128]",101,False,8
1479513000216263856,,256895,,1479513000,216191956,'',,"[247, 255, 28, 0, 0, 0, 0, 0]",108,False,4
1479513000216506258,,256896,,1479513000,216461448,'',,"[12, 0, 248, 255, 242, 3, 0, 0]",107,False,6
1479513000217239238,,256897,,1479513000,217196825,'',,"[3, 254, 59, 254, 15, 254, 129, 0]",112,False,8
1479513000218445292,,256898,,1479513000,218410510,'',,"[197, 10, 211, 10, 209, 10, 211, 10]",106,False,8
1479513000222283171,,256899,,1479513000,222237540,'',,"[190, 37, 0, 0, 190, 37, 0, 128]",97,False,8
1479513000225525780,,256900,,1479513000,225424994,'',,"[251, 255, 24, 0, 0, 0, 0, 0]",108,False,4
1479513000225793030,,256901,,1479513000,225702042,'',,"[10, 0, 249, 255, 233, 3, 0, 0]",107,False,6
1479513000225945061,,256902,,1479513000,225876163,'',,"[187, 42, 0, 0, 187, 42, 0, 128]",99,False,8
1479513000227810415,,256903,,1479513000,227773576,'',,"[127, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000229158335,,256904,,1479513000,229124210,'',,"[0, 0, 0, 16, 22, 0, 255, 171]",116,False,8
1479513000230893965,,256905,,1479513000,230802551,'',,"[205, 10, 210, 10, 205, 10, 211, 10]",106,False,8
1479513000235241121,,256906,,1479513000,235189295,'',,"[142, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000235456861,,256907,,1479513000,235391318,'',,"[255, 255, 22, 0, 0, 0, 0, 0]",108,False,4
1479513000235951442,,256908,,1479513000,235884540,'',,"[12, 0, 247, 255, 213, 3, 0, 0]",107,False,6
1479513000236164696,,256909,,1479513000,236125352,'',,"[13, 0, 0, 0, 239, 12, 250, 128]",101,False,8
1479513000236429777,,256910,,1479513000,236387815,'',,"[3, 254, 59, 254, 15, 254, 1, 0]",112,False,8
1479513000238446883,,256911,,1479513000,238411040,'',,"[207, 10, 214, 10, 203, 10, 207, 10]",106,False,8
1479513000242327308,,256912,,1479513000,242280256,'',,"[200, 37, 0, 0, 200, 37, 0, 128]",97,False,8
1479513000245363834,,256913,,1479513000,245277520,'',,"[1, 0, 20, 0, 0, 0, 0, 0]",108,False,4
1479513000245593421,,256914,,1479513000,245548038,'',,"[15, 0, 243, 255, 223, 3, 0, 0]",107,False,6
1479513000245797169,,256915,,1479513000,245761244,'',,"[51, 43, 0, 0, 51, 43, 0, 128]",99,False,8
1479513000246281967,,256916,,1479513000,246238763,'',,"[117, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000248942765,,256917,,1479513000,248869474,'',,"[0, 0, 0, 16, 15, 0, 255, 171]",116,False,8
1479513000250863554,,256918,,1479513000,250789778,'',,"[210, 10, 210, 10, 196, 10, 211, 10]",106,False,8
1479513000250987847,,256919,,1479513000,250939589,'',,"[12, 0, 0, 0, 0, 0, 0, 0]",103,False,1
1479513000255476257,,256920,,1479513000,255419462,'',,"[117, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000255594000,,256921,,1479513000,255560064,'',,"[0, 0, 18, 0, 0, 0, 0, 0]",108,False,4
1479513000255807357,,256922,,1479513000,255775992,'',,"[16, 0, 239, 255, 213, 3, 0, 0]",107,False,6
1479513000256105536,,256923,,1479513000,256063711,'',,"[13, 0, 0, 0, 237, 12, 252, 128]",101,False,8
1479513000256624742,,256924,,1479513000,256590692,'',,"[3, 254, 59, 254, 15, 254, 1, 0]",112,False,8
1479513000258470499,,256925,,1479513000,258432289,'',,"[211, 10, 209, 10, 203, 10, 200, 10]",106,False,8
1479513000260990205,,256926,,1479513000,260933699,'',,"[0, 1, 0, 192, 3, 0, 0, 0]",105,False,5
1479513000262381029,,256927,,1479513000,262336759,'',,"[160, 37, 0, 0, 160, 37, 0, 128]",97,False,8
1479513000265500963,,256928,,1479513000,265445336,'',,"[252, 255, 18, 0, 0, 0, 0, 0]",108,False,4
1479513000265707582,,256929,,1479513000,265674980,'',,"[15, 0, 239, 255, 203, 3, 0, 0]",107,False,6
1479513000265962007,,256930,,1479513000,265917393,'',,"[35, 43, 0, 0, 35, 43, 0, 128]",99,False,8
1479513000266188350,,256931,,1479513000,266151933,'',,"[142, 17, 26, 0, 0, 0, 0, 0]",117,False,8
1479513000268979524,,256932,,1479513000,268905085,'',,"[0, 0, 0, 16, 5, 0, 255, 171]",116,False,8
1479513000270986349,,256933,,1479513000,270906602,'',,"[212, 10, 212, 10, 201, 10, 205, 10]",106,False,8
1479513000275290924,,256934,,1479513000,275194665,'',,"[162, 17, 30, 0, 0, 0, 0, 0]",117,False,8
1479513000275652991,,256935,,1479513000,275605447,'',,"[247, 255, 18, 0, 0, 0, 0, 0]",108,False,4
1479513000275957719,,256936,,1479513000,275884146,'',,"[13, 0, 243, 255, 184, 3, 0, 0]",107,False,6
1479513000276186355,,256937,,1479513000,276145913,'',,"[13, 0, 0, 0, 236, 12, 252, 128]",101,False,8
1479513000276489447,,256938,,1479513000,276411265,'',,"[3, 254, 59, 254, 15, 254, 129, 0]",112,False,8
1479513000278557237,,256939,,1479513000,278501444,'',,"[212, 10, 205, 10, 196, 10, 211, 10]",106,False,8
1479513000281555437,,256940,,1479513000,281513038,'',,"[143, 3, 0, 0, 0, 0, 0, 0]",114,False,2
1479513000282378746,,256941,,1479513000,282323452,'',,"[157, 37, 0, 0, 157, 37, 0, 128]",97,False,8
1479513000285582043,,256942,,1479513000,285533302,'',,"[253, 255, 13, 0, 0, 0, 0, 0]",108,False,4
1479513000285790877,,256943,,1479513000,285752513,'',,"[13, 0, 251, 255, 193, 3, 0, 0]",107,False,6
1479513000286123593,,256944,,1479513000,286077911,'',,"[67, 43, 0, 0, 67, 43, 0, 128]",99,False,8
1479513000286299598,,256945,,1479513000,286249158,'',,"[162, 17, 30, 0, 0, 0, 0, 0]",117,False,8
1479513000288946313,,256946,,1479513000,288902205,'',,"[0, 0, 0, 16, 10, 0, 255, 171]",116,False,8
1479513000290823991,,256947,,1479513000,290788688,'',,"[207, 10, 210, 10, 197, 10, 211, 10]",106,False,8
1479513000291124861,,256948,,1479513000,291086287,'',,"[170, 0, 0, 0, 0, 0, 0, 0]",115,False,8
1479513000295228552,,256949,,1479513000,295189407,'',,"[157, 17, 30, 0, 0, 0, 0, 0]",117,False,8
1479513000295885448,,256950,,1479513000,295839422,'',,"[8, 0, 9, 0, 0, 0, 0, 0]",108,False,4
1479513000296169177,,256951,,1479513000,296124634,'',,"[13, 0, 0, 0, 236, 12, 252, 128]",101,False,8
1479513000296349429,,256952,,1479513000,296308689,'',,"[14, 0, 0, 0, 184, 3, 0, 0]",107,False,6
1479513000296763663,,256953,,1479513000,296662658,'',,"[3, 254, 59, 254, 15, 254, 129, 0]",112,False,8
1479513000298459965,,256954,,1479513000,298413205,'',,"[211, 10, 205, 10, 199, 10, 205, 10]",106,False,8
1479513000300955048,,256955,,1479513000,300902598,'',,"[12, 0, 0, 0, 0, 0, 0, 0]",103,False,1
1479513000302404614,,256956,,1479513000,302366477,'',,"[155, 37, 0, 0, 155, 37, 0, 128]",97,False,8
1479513000305941284,,256957,,1479513000,305877506,'',,"[3, 43, 0, 0, 3, 43, 0, 128]",99,False,8
1479513000306182604,,256958,,1479513000,306135340,'',,"[193, 17, 31, 0, 0, 0, 0, 0]",117,False,8
1479513000306476180,,256959,,1479513000,306309507,'',,"[15, 0, 6, 0, 0, 0, 0, 0]",108,False,4
1479513000306568814,,256960,,1479513000,306526918,'',,"[12, 0, 0, 0, 164, 3, 0, 0]",107,False,6
1479513000308958164,,256961,,1479513000,308900686,'',,"[0, 0, 0, 16, 9, 0, 255, 171]",116,False,8
1479513000310607213,,256962,,1479513000,310549439,'',,"[209, 10, 206, 10, 201, 10, 207, 10]",106,False,8
1479513000311143758,,256963,,1479513000,311090421,'',,"[0, 1, 0, 192, 3, 0, 0, 0]",105,False,5
1479513000315573340,,256964,,1479513000,315445352,'',,"[193, 17, 31, 0, 0, 0, 0, 0]",117,False,8
1479513000316144997,,256965,,1479513000,316079762,'',,"[13, 0, 0, 0, 235, 12, 253, 128]",101,False,8
1479513000316372524,,256966,,1479513000,316339586,'',,"[16, 0, 6, 0, 0, 0, 0, 0]",108,False,4
1479513000316648673,,256967,,1479513000,316606373,'',,"[9, 0, 250, 255, 223, 3, 0, 0]",107,False,6
1479513000317635334,,256968,,1479513000,317602112,'',,"[3, 254, 59, 254, 15, 254, 1, 1]",112,False,8
1479513000318462649,,256969,,1479513000,318419597,'',,"[207, 10, 211, 10, 194, 10, 204, 10]",106,False,8
1479513000322446857,,256970,,1479513000,322403910,'',,"[177, 37, 0, 0, 177, 37, 0, 128]",97,False,8
1479513000325607221,,256971,,1479513000,325531205,'',,"[14, 0, 6, 0, 0, 0, 0, 0]",108,False,4
1479513000325843359,,256972,,1479513000,325771543,'',,"[8, 0, 243, 255, 193, 3, 0, 0]",107,False,6
1479513000326090430,,256973,,1479513000,326021200,'',,"[75, 43, 0, 0, 75, 43, 0, 128]",99,False,8
1479513000327455220,,256974,,1479513000,327411324,'',,"[172, 17, 31, 0, 0, 0, 0, 0]",117,False,8
1479513000328979613,,256975,,1479513000,328910051,'',,"[0, 0, 0, 16, 8, 0, 255, 171]",116,False,8
1479513000330631421,,256976,,1479513000,330582879,'',,"[209, 10, 203, 10, 196, 10, 206, 10]",106,False,8
1479513000335233185,,256977,,1479513000,335189546,'',,"[183, 17, 31, 0, 0, 0, 0, 0]",117,False,8
1479513000335628361,,256978,,1479513000,335589982,'',,"[16, 0, 6, 0, 0, 0, 0, 0]",108,False,4
1479513000335910079,,256979,,1479513000,335872563,'',,"[11, 0, 239, 255, 193, 3, 0, 0]",107,False,6
1479513000336195512,,256980,,1479513000,336153864,'',,"[12, 0, 0, 0, 235, 12, 253, 128]",101,False,8
1479513000336451024,,256981,,1479513000,336421690,'',,"[3, 254, 59, 254, 15, 254, 129, 1]",112,False,8
1479513000338464910,,256982,,1479513000,338433466,'',,"[207, 10, 207, 10, 192, 10, 216, 10]",106,False,8
1479513000342531940,,256983,,1479513000,342463269,'',,"[177, 37, 0, 0, 177, 37, 0, 128]",97,False,8
1479513000345682060,,256984,,1479513000,345592556,'',,"[27, 0, 5, 0, 0, 0, 0, 0]",108,False,4
1479513000345902393,,256985,,1479513000,345860148,'',,"[18, 0, 237, 255, 193, 3, 0, 0]",107,False,6
