rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pedal_input,pedal_cmd,pedal_output,enabled,override,driver,watchdog_counter,source,fault_wdc,fault_ch1,fault_ch2,fault_connector
1479513000466292786,,18080,,1479513000,466188265,'',0.1758297085762024,0.0,0.1758297085762024,False,False,False,,0,False,False,False,True
1479513000486227293,,18081,,1479513000,486143761,'',0.17827115952968597,0.0,0.17827115952968597,False,False,False,,0,False,False,False,True
1479513000506349704,,18082,,1479513000,506261100,'',0.17814907431602478,0.0,0.17814907431602478,False,False,False,,0,False,False,False,True
1479513000526439496,,18083,,1479513000,526290084,'',0.17863737046718597,0.0,0.17863737046718597,False,False,False,,0,False,False,False,True
1479513000546434349,,18084,,1479513000,546350083,'',0.17741665244102478,0.0,0.17741665244102478,False,False,False,,0,False,False,False,True
1479513000567381093,,18085,,1479513000,566438596,'',0.17827115952968597,0.0,0.17827115952968597,False,False,False,,0,False,False,False,True
1479513000586432960,,18086,,1479513000,586361565,'',0.17827115952968597,0.0,0.17827115952968597,False,False,False,,0,False,False,False,True
1479513000606443413,,18087,,1479513000,606318871,'',0.17851530015468597,0.0,0.17851530015468597,False,False,False,,0,False,False,False,True
1479513000626586724,,18088,,1479513000,626499729,'',0.17790493369102478,0.0,0.17790493369102478,False,False,False,,0,False,False,False,True
1479513000646635287,,18089,,1479513000,646565244,'',0.17936980724334717,0.0,0.17936980724334717,False,False,False,,0,False,False,False,True
1479513000666557757,,18090,,1479513000,666455889,'',0.17888151109218597,0.0,0.17888151109218597,False,False,False,,0,False,False,False,True
1479513000686555353,,18091,,1479513000,686464565,'',0.17839322984218597,0.0,0.17839322984218597,False,False,False,,0,False,False,False,True
1479513000706652876,,18092,,1479513000,706529038,'',0.17998015880584717,0.0,0.17998015880584717,False,False,False,,0,False,False,False,True
1479513000726640304,,18093,,1479513000,726555567,'',0.18217746913433075,0.0,0.18217746913433075,False,False,False,,0,False,False,False,True
1479513000746642009,,18094,,1479513000,746555130,'',0.18156710267066956,0.0,0.18156710267066956,False,False,True,,0,False,False,False,True
1479513000766681694,,18095,,1479513000,766605227,'',0.18181124329566956,0.0,0.18181124329566956,False,False,True,,0,False,False,False,True
1479513000786720686,,18096,,1479513000,786628838,'',0.18388646841049194,0.0,0.18388646841049194,False,False,True,,0,False,False,False,True
1479513000806781306,,18097,,1479513000,806680089,'',0.18510720133781433,0.0,0.18510720133781433,False,False,True,,0,False,False,False,True
1479513000826861259,,18098,,1479513000,826768504,'',0.18510720133781433,0.0,0.18510720133781433,False,False,True,,0,False,False,False,True
1479513000846831233,,18099,,1479513000,846725915,'',0.18510720133781433,0.0,0.18510720133781433,False,False,True,,0,False,False,False,True
1479513000866857578,,18100,,1479513000,866773357,'',0.18510720133781433,0.0,0.18510720133781433,False,False,True,,0,False,False,False,True
1479513000886897367,,18101,,1479513000,886802123,'',0.18486304581165314,0.0,0.18486304581165314,False,False,True,,0,False,False,False,True
1479513000906898594,,18102,,1479513000,906814979,'',0.18510720133781433,0.0,0.18510720133781433,False,False,True,,0,False,False,False,True
1479513000927160839,,18103,,1479513000,927063815,'',0.18413062393665314,0.0,0.18413062393665314,False,False,True,,0,False,False,False,True
1479513000947031032,,18104,,1479513000,946868175,'',0.18388646841049194,0.0,0.18388646841049194,False,False,True,,0,False,False,False,True
1479513000967004918,,18105,,1479513000,966905912,'',0.18388646841049194,0.0,0.18388646841049194,False,False,True,,0,False,False,False,True
1479513000987036656,,18106,,1479513000,986960945,'',0.18352025747299194,0.0,0.18352025747299194,False,False,True,,0,False,False,False,True
