rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,brake_torque_request,brake_torque_actual,wheel_torque_actual,accel_over_ground,hsa,status,mode,abs_active,abs_enabled,stab_active,stab_enabled,trac_active,trac_enabled,parking_brake,status,stationary
1479513000529287673,,18112,,1479513000,529076364,'',0.0,0.0,8.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000548971927,,18113,,1479513000,548859413,'',0.0,0.0,8.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000568991748,,18114,,1479513000,568902358,'',0.0,0.0,12.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000589011292,,18115,,1479513000,588942604,'',0.0,0.0,16.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000608996150,,18116,,1479513000,608904018,'',0.0,0.0,12.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000628999128,,18117,,1479513000,628930791,'',0.0,0.0,32.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000649017282,,18118,,1479513000,648910977,'',0.0,0.0,36.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000669097711,,18119,,1479513000,668954839,'',0.0,0.0,48.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000688972378,,18120,,1479513000,688898163,'',0.0,0.0,60.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000708961691,,18121,,1479513000,708874230,'',0.0,0.0,48.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000728981016,,18122,,1479513000,728876471,'',0.0,0.0,28.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000749017459,,18123,,1479513000,748901233,'',0.0,0.0,44.0,-0.03500000014901161,,0,1,False,True,False,True,False,True,,0,False
1479513000769008842,,18124,,1479513000,768854193,'',0.0,0.0,44.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000788950901,,18125,,1479513000,788874016,'',0.0,0.0,24.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000808947614,,18126,,1479513000,808870498,'',0.0,0.0,24.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000829337999,,18127,,1479513000,829179153,'',0.0,0.0,16.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000848985433,,18128,,1479513000,848899162,'',0.0,0.0,12.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000869035579,,18129,,1479513000,868900332,'',0.0,0.0,32.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000888959986,,18130,,1479513000,888895402,'',0.0,0.0,48.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000909003512,,18131,,1479513000,908913360,'',0.0,0.0,52.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000929077880,,18132,,1479513000,928969187,'',0.0,0.0,40.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000948995415,,18133,,1479513000,948904735,'',0.0,0.0,20.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000969035208,,18134,,1479513000,968900008,'',0.0,0.0,16.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
1479513000989016198,,18135,,1479513000,988913003,'',0.0,0.0,60.0,-0.07000000029802322,,0,1,False,True,False,True,False,True,,0,False
