bay_id,st_marker_id,status,location,lat,lon
2912,4883W,Unoccupied,"(-37.808455716359916, 144.95771135281208)",-37.808455716359916,144.95771135281208
6010,13019S,Unoccupied,"(-37.82000268152324, 144.95123377947644)",-37.82000268152324,144.95123377947644
765,C304,Unoccupied,"(-37.81473778811464, 144.9717907288857)",-37.81473778811464,144.9717907288857
4182,C6634,Unoccupied,"(-37.80848825554097, 144.95931239714707)",-37.80848825554097,144.95931239714707
4234,C6780,Unoccupied,"(-37.80935405129544, 144.9568546411019)",-37.80935405129544,144.9568546411019
6759,13101W,Present,"(-37.82094549175062, 144.9441940256781)",-37.82094549175062,144.9441940256781
6708,13298E,Present,"(-37.816402032829835, 144.94567018233198)",-37.816402032829835,144.94567018233198
3760,C4832,Present,"(-37.810567393816605, 144.95867772800116)",-37.810567393816605,144.95867772800116
5631,12286N,Unoccupied,"(-37.809693811140896, 144.97769291357366)",-37.809693811140896,144.97769291357366
6064,13050N,Present,"(-37.82104865070899, 144.94339949099586)",-37.82104865070899,144.94339949099586
3008,5072E,Unoccupied,"(-37.80495738619152, 144.95797680186288)",-37.80495738619152,144.95797680186288
3002,5058E,Unoccupied,"(-37.80516415538277, 144.95807184586596)",-37.80516415538277,144.95807184586596
3007,5068E,Unoccupied,"(-37.805044328852205, 144.95801660850978)",-37.805044328852205,144.95801660850978
1326,1342E,Unoccupied,"(-37.81490864254657, 144.95798089903872)",-37.81490864254657,144.95798089903872
2679,10188E,Unoccupied,"(-37.803845768677675, 144.94957821859185)",-37.803845768677675,144.94957821859185
2913,4885W,Unoccupied,"(-37.80843170945914, 144.9577155858433)",-37.80843170945914,144.9577155858433
3976,C5920,Present,"(-37.804345921495845, 144.9539190313697)",-37.804345921495845,144.9539190313697
3009,5078E,Unoccupied,"(-37.804851403825936, 144.95792778815903)",-37.804851403825936,144.95792778815903
5047,9824N,Unoccupied,"(-37.825055905891574, 144.97032866699118)",-37.825055905891574,144.97032866699118
6185,13260N,Present,"(-37.819930950529155, 144.94315971846427)",-37.819930950529155,144.94315971846427
6143,C13676,Unoccupied,"(-37.81995237338607, 144.9433924225445)",-37.81995237338607,144.9433924225445
3176,5384E,Unoccupied,"(-37.80531081814683, 144.95625480855696)",-37.80531081814683,144.95625480855696
4088,C6296,Unoccupied,"(-37.804813638660896, 144.95081790039853)",-37.804813638660896,144.95081790039853
3557,7083S,Unoccupied,"(-37.80892288185282, 144.9537490876604)",-37.80892288185282,144.9537490876604
1891,1006E,Unoccupied,"(-37.81808989357979, 144.96275978693194)",-37.81808989357979,144.96275978693194
3015,5092E,Unoccupied,"(-37.80447675631378, 144.95775638940404)",-37.80447675631378,144.95775638940404
4933,9357S,Unoccupied,"(-37.82965939961152, 144.96798921005558)",-37.82965939961152,144.96798921005558
6068,13201S,Present,"(-37.81866480998813, 144.94819119721552)",-37.81866480998813,144.94819119721552
3005,5064E,Present,"(-37.80508968150744, 144.95803743823717)",-37.80508968150744,144.95803743823717
6182,13254N,Present,"(-37.81987512933999, 144.94335166164956)",-37.81987512933999,144.94335166164956
6536,13774E,Unoccupied,"(-37.81336454999884, 144.93931135888528)",-37.81336454999884,144.93931135888528
4043,C6124,Present,"(-37.80451610014528, 144.95237661190322)",-37.80451610014528,144.95237661190322
5270,4501W,Unoccupied,"(-37.811863168591, 144.9535188884221)",-37.811863168591,144.9535188884221
5429,11810E,Unoccupied,"(-37.813890136443646, 144.97776148257736)",-37.813890136443646,144.97776148257736
5203,C8058,Unoccupied,"(-37.81071003993267, 144.95162647044964)",-37.81071003993267,144.95162647044964
6655,13006N,Unoccupied,"(-37.819790702687186, 144.9513515962505)",-37.819790702687186,144.9513515962505
2659,10166E,Unoccupied,"(-37.80447057318887, 144.94946883084802)",-37.80447057318887,144.94946883084802
5315,7817W,Unoccupied,"(-37.8293436719966, 144.97103506581627)",-37.8293436719966,144.97103506581627
4268,C6868,Unoccupied,"(-37.80940834052792, 144.9557817779109)",-37.80940834052792,144.9557817779109
5589,12212N,Unoccupied,"(-37.80931145340672, 144.97438307278472)",-37.80931145340672,144.97438307278472
2655,10159W,Present,"(-37.80465392902081, 144.94924754947715)",-37.80465392902081,144.94924754947715
3207,5468E,Unoccupied,"(-37.807370984721345, 144.95453036410137)",-37.807370984721345,144.95453036410137
6281,13440E,Unoccupied,"(-37.819045377947795, 144.9486200300509)",-37.819045377947795,144.9486200300509
6838,14036E,Unoccupied,"(-37.79676019191005, 144.95813214056)",-37.79676019191005,144.95813214056
2898,4856E,Unoccupied,"(-37.80957087939339, 144.95834610669692)",-37.80957087939339,144.95834610669692
2637,10107W,Present,"(-37.80368347160326, 144.9478867437966)",-37.80368347160326,144.9478867437966
1693,2244N,Present,"(-37.816317970037694, 144.9597641507715)",-37.816317970037694,144.9597641507715
2174,3836N,Present,"(-37.81079471730854, 144.95949616725125)",-37.81079471730854,144.95949616725125
1164,C1278,Present,"(-37.811581918854074, 144.95913816605173)",-37.811581918854074,144.95913816605173
5261,4521W,Present,"(-37.8110304532502, 144.95313081241778)",-37.8110304532502,144.95313081241778
6044,13008N,Unoccupied,"(-37.81980900458649, 144.9512879816632)",-37.81980900458649,144.9512879816632
5170,11601S,Unoccupied,"(-37.81078455815468, 144.95170258536785)",-37.81078455815468,144.95170258536785
5406,11747W,Unoccupied,"(-37.81045115589767, 144.97534751972975)",-37.81045115589767,144.97534751972975
5253,11531S,Unoccupied,"(-37.811967757887714, 144.95163890435862)",-37.811967757887714,144.95163890435862
5472,11898E,Unoccupied,"(-37.810128369623534, 144.97839312683675)",-37.810128369623534,144.97839312683675
3535,7033S,Unoccupied,"(-37.80756761596527, 144.95852459525878)",-37.80756761596527,144.95852459525878
5357,8895W,Unoccupied,"(-37.824542423653995, 144.96159306132756)",-37.824542423653995,144.96159306132756
6432,13691W,Unoccupied,"(-37.82026695743224, 144.9460303378025)",-37.82026695743224,144.9460303378025
4240,C6804,Unoccupied,"(-37.8093343552287, 144.9566800623079)",-37.8093343552287,144.9566800623079
1657,2149S,Unoccupied,"(-37.812865681110466, 144.9717338589283)",-37.812865681110466,144.9717338589283
6388,13639W,Unoccupied,"(-37.8200185010147, 144.94431284676216)",-37.8200185010147,144.94431284676216
4373,C7180,Unoccupied,"(-37.80745302557375, 144.9531386804009)",-37.80745302557375,144.9531386804009
4112,C6376,Unoccupied,"(-37.804055665448146, 144.9509510218349)",-37.804055665448146,144.9509510218349
5050,9827S,Unoccupied,"(-37.825189636460706, 144.97023816002365)",-37.825189636460706,144.97023816002365
4431,C7702,Unoccupied,"(-37.80362895153358, 144.95478126097842)",-37.80362895153358,144.95478126097842
3944,C5856,Unoccupied,"(-37.80533677006978, 144.95374189429305)",-37.80533677006978,144.95374189429305
4330,C6998,Unoccupied,"(-37.80922968677529, 144.95622308132204)",-37.80922968677529,144.95622308132204
6493,13828N,Unoccupied,"(-37.81586154047779, 144.93745044993324)",-37.81586154047779,144.93745044993324
5647,12289S,Unoccupied,"(-37.809777236017766, 144.9771092257855)",-37.809777236017766,144.9771092257855
1327,1343W,Unoccupied,"(-37.81509911489364, 144.95781419025795)",-37.81509911489364,144.95781419025795
1543,1914N,Unoccupied,"(-37.81450344349496, 144.9696479546364)",-37.81450344349496,144.9696479546364
3636,7588N,Present,"(-37.80557615295422, 144.95408666598183)",-37.80557615295422,144.95408666598183
4703,8649W,Present,"(-37.825580522305216, 144.9624657415239)",-37.825580522305216,144.9624657415239
1325,1341W,Present,"(-37.81514999264033, 144.9578375008079)",-37.81514999264033,144.9578375008079
4705,8651W,Present,"(-37.82556051598317, 144.96248921246035)",-37.82556051598317,144.96248921246035
1005,949W,Present,"(-37.813104376935705, 144.9625311043034)",-37.813104376935705,144.9625311043034
941,C764,Present,"(-37.81325032540738, 144.968303390463)",-37.81325032540738,144.968303390463
3528,7017S,Present,"(-37.807413159368124, 144.95905731480383)",-37.807413159368124,144.95905731480383
5661,12320N,Unoccupied,"(-37.80979697423187, 144.9786253759474)",-37.80979697423187,144.9786253759474
703,439W,Unoccupied,"(-37.81244024098838, 144.97060510944192)",-37.81244024098838,144.97060510944192
4801,9122N,Present,"(-37.83014508563254, 144.9702392493238)",-37.83014508563254,144.9702392493238
4800,9120N,Present,"(-37.83013557323537, 144.97027181139703)",-37.83013557323537,144.97027181139703
5650,12295S,Unoccupied,"(-37.80979975860717, 144.9773145450211)",-37.80979975860717,144.9773145450211
5048,9825S,Unoccupied,"(-37.82517115546032, 144.97030193192643)",-37.82517115546032,144.97030193192643
5046,9823S,Unoccupied,"(-37.82515288496929, 144.9703650031805)",-37.82515288496929,144.9703650031805
708,460E,Unoccupied,"(-37.811560395836594, 144.97045111724907)",-37.811560395836594,144.97045111724907
5051,9828N,Unoccupied,"(-37.82507159646341, 144.97027343138956)",-37.82507159646341,144.97027343138956
2901,4865W,Unoccupied,"(-37.80865619562666, 144.9576757040922)",-37.80865619562666,144.9576757040922
1156,C1254,Present,"(-37.81181828646059, 144.95924619145325)",-37.81181828646059,144.95924619145325
6635,13921W,Unoccupied,"(-37.81407591616855, 144.9425815542342)",-37.81407591616855,144.9425815542342
6066,13054N,Unoccupied,"(-37.82095614688842, 144.94301339738053)",-37.82095614688842,144.94301339738053
568,102E,Unoccupied,"(-37.808697589247046, 144.97193891371268)",-37.808697589247046,144.97193891371268
2727,4371W,Unoccupied,"(-37.80972555779269, 144.96097885944397)",-37.80972555779269,144.96097885944397
573,110E,Unoccupied,"(-37.8085342546119, 144.9718641173479)",-37.8085342546119,144.9718641173479
4803,9126N,Unoccupied,"(-37.830164183526435, 144.97017397601223)",-37.830164183526435,144.97017397601223
3694,7656N,Present,"(-37.80497846789832, 144.956914516136)",-37.80497846789832,144.956914516136
5180,C8012,Unoccupied,"(-37.81047080384552, 144.95247905590742)",-37.81047080384552,144.95247905590742
5055,9832N,Unoccupied,"(-37.825087851297596, 144.97021798093562)",-37.825087851297596,144.97021798093562
5066,9843S,Present,"(-37.825338856212895, 144.96972680509745)",-37.825338856212895,144.96972680509745
4799,9118N,Present,"(-37.83012566961645, 144.97030567432898)",-37.83012566961645,144.97030567432898
569,103W,Present,"(-37.80806338920739, 144.97139714228757)",-37.80806338920739,144.97139714228757
4795,9104N,Present,"(-37.82999106609318, 144.97072232724145)",-37.82999106609318,144.97072232724145
663,C196,Unoccupied,"(-37.80809194461803, 144.97153814440247)",-37.80809194461803,144.97153814440247
5246,11517S,Unoccupied,"(-37.81178939835263, 144.9522699693066)",-37.81178939835263,144.9522699693066
5064,9841S,Unoccupied,"(-37.8253202292222, 144.96979032702333)",-37.8253202292222,144.96979032702333
5231,11516N,Present,"(-37.811791648720245, 144.95184518661557)",-37.811791648720245,144.95184518661557
2244,3932N,Unoccupied,"(-37.81221282649996, 144.9545647431513)",-37.81221282649996,144.9545647431513
5395,11756E,Unoccupied,"(-37.81008794662614, 144.9756939864372)",-37.81008794662614,144.9756939864372
5226,11506N,Unoccupied,"(-37.81159624832596, 144.9525367688051)",-37.81159624832596,144.9525367688051
1313,1313W,Unoccupied,"(-37.81712687040641, 144.95875392555018)",-37.81712687040641,144.95875392555018
2922,4897W,Unoccupied,"(-37.80828443196043, 144.9577415583908)",-37.80828443196043,144.9577415583908
6180,13250N,Unoccupied,"(-37.81968820991359, 144.9439948437243)",-37.81968820991359,144.9439948437243
6707,C530,Unoccupied,"(-37.81035066965163, 144.96977448275481)",-37.81035066965163,144.96977448275481
627,86E,Unoccupied,"(-37.80890054066137, 144.97203217483056)",-37.80890054066137,144.97203217483056
5585,12204N,Unoccupied,"(-37.80928160254693, 144.97411278884573)",-37.80928160254693,144.97411278884573
3161,5353W,Unoccupied,"(-37.810139380103976, 144.95554654399626)",-37.810139380103976,144.95554654399626
2663,10170E,Unoccupied,"(-37.80435822131767, 144.9494885385869)",-37.80435822131767,144.9494885385869
5254,11533S,Unoccupied,"(-37.81201524422568, 144.95147120297366)",-37.81201524422568,144.95147120297366
6920,10051S,Unoccupied,"(-37.82199996402446, 144.9631873254488)",-37.82199996402446,144.9631873254488
5245,11515S,Unoccupied,"(-37.81177122240427, 144.9523341402592)",-37.81177122240427,144.9523341402592
5229,11512N,Present,"(-37.81171126342535, 144.95212969396388)",-37.81171126342535,144.95212969396388
5230,11514N,Present,"(-37.81172820317063, 144.95206978744298)",-37.81172820317063,144.95206978744298
6093,13253S,Present,"(-37.82013907685693, 144.94306994818584)",-37.82013907685693,144.94306994818584
5248,11521S,Present,"(-37.811825749221, 144.95214162680563)",-37.811825749221,144.95214162680563
5620,12264N,Unoccupied,"(-37.80954973073041, 144.97635119820478)",-37.80954973073041,144.97635119820478
6659,11539S,Unoccupied,"(-37.811950464847044, 144.9516998567733)",-37.811950464847044,144.9516998567733
6664,9353S,Present,"(-37.82964084140045, 144.96805317908223)",-37.82964084140045,144.96805317908223
3534,7029S,Unoccupied,"(-37.80753133856859, 144.95865108860534)",-37.80753133856859,144.95865108860534
6008,13015S,Unoccupied,"(-37.819965598903536, 144.95136180343394)",-37.819965598903536,144.95136180343394
5656,12307S,Unoccupied,"(-37.80984609917802, 144.9777418142644)",-37.80984609917802,144.9777418142644
4842,9242N,Unoccupied,"(-37.828757293337546, 144.97066021854704)",-37.828757293337546,144.97066021854704
4944,9371S,Unoccupied,"(-37.82972437705938, 144.96776523320062)",-37.82972437705938,144.96776523320062
3368,6179W,Unoccupied,"(-37.80406031812777, 144.94317667886412)",-37.80406031812777,144.94317667886412
6417,13667W,Unoccupied,"(-37.82111078040641, 144.94535296783445)",-37.82111078040641,144.94535296783445
2630,10009W,Unoccupied,"(-37.8045890788931, 144.9477275879944)",-37.8045890788931,144.9477275879944
2908,4877W,Unoccupied,"(-37.80852424877722, 144.9576990503362)",-37.80852424877722,144.9576990503362
5052,9829S,Unoccupied,"(-37.82520815481698, 144.97017469270887)",-37.82520815481698,144.97017469270887
6587,13783W,Unoccupied,"(-37.81328048993435, 144.94077011798743)",-37.81328048993435,144.94077011798743
1496,1849S,Unoccupied,"(-37.81883675870308, 144.95921411832094)",-37.81883675870308,144.95921411832094
1535,1899S,Unoccupied,"(-37.813994871232026, 144.97192146392078)",-37.813994871232026,144.97192146392078
6007,13013S,Unoccupied,"(-37.81994714961263, 144.95142567137765)",-37.81994714961263,144.95142567137765
6047,13014N,Unoccupied,"(-37.81986281600943, 144.95110125181054)",-37.81986281600943,144.95110125181054
3931,C5778,Unoccupied,"(-37.804235053458356, 144.95544037232816)",-37.804235053458356,144.95544037232816
6175,13240N,Unoccupied,"(-37.81959520976383, 144.94431238039945)",-37.81959520976383,144.94431238039945
5235,11524N,Present,"(-37.81191442680799, 144.95141216468477)",-37.81191442680799,144.95141216468477
4855,9258N,Unoccupied,"(-37.828873524092046, 144.97026029544227)",-37.828873524092046,144.97026029544227
4831,9226N,Present,"(-37.831278894824536, 144.96633722567196)",-37.831278894824536,144.96633722567196
5251,11527S,Unoccupied,"(-37.81187876420586, 144.9519544585611)",-37.81187876420586,144.9519544585611
1159,C1260,Unoccupied,"(-37.81172465319486, 144.9592033595261)",-37.81172465319486,144.9592033595261
3872,C5640,Unoccupied,"(-37.806866924998914, 144.95497304181424)",-37.806866924998914,144.95497304181424
2700,10330E,Unoccupied,"(-37.80319296435909, 144.94399913772605)",-37.80319296435909,144.94399913772605
5172,11605S,Present,"(-37.81084194077856, 144.95149999753815)",-37.81084194077856,144.95149999753815
2698,10328E,Unoccupied,"(-37.80308929485435, 144.94401711125545)",-37.80308929485435,144.94401711125545
5411,11782E,Unoccupied,"(-37.81114140680296, 144.97555535203242)",-37.81114140680296,144.97555535203242
4036,C6110,Unoccupied,"(-37.804685928226846, 144.95234643427727)",-37.804685928226846,144.95234643427727
5867,C9170,Unoccupied,"(-37.79845224001575, 144.96520917346135)",-37.79845224001575,144.96520917346135
5766,12449S,Unoccupied,"(-37.81199063463346, 144.97611265531617)",-37.81199063463346,144.97611265531617
1155,C1252,Unoccupied,"(-37.811842425964684, 144.9592572232143)",-37.811842425964684,144.9592572232143
5412,11784E,Unoccupied,"(-37.811085566669895, 144.97556512143274)",-37.811085566669895,144.97556512143274
2925,4901W,Unoccupied,"(-37.80823554669519, 144.95775017873342)",-37.80823554669519,144.95775017873342
2924,4899W,Unoccupied,"(-37.80826005177225, 144.95774585747887)",-37.80826005177225,144.95774585747887
5173,11607S,Unoccupied,"(-37.81086311637422, 144.95142511877822)",-37.81086311637422,144.95142511877822
5410,11780E,Unoccupied,"(-37.811197954512316, 144.97554565418105)",-37.811197954512316,144.97554565418105
1022,1155W,Unoccupied,"(-37.81382636470905, 144.9600326035407)",-37.81382636470905,144.9600326035407
5167,11600N,Unoccupied,"(-37.81053558817333, 144.9519077120338)",-37.81053558817333,144.9519077120338
3690,7650N,Present,"(-37.80499242599822, 144.95703922690257)",-37.80499242599822,144.95703922690257
1025,1177W,Present,"(-37.813496145202244, 144.9598818003011)",-37.813496145202244,144.9598818003011
5171,11603S,Unoccupied,"(-37.810804250624585, 144.95163306293594)",-37.810804250624585,144.95163306293594
5039,9516N,Present,"(-37.82834237066036, 144.96624216838924)",-37.82834237066036,144.96624216838924
1144,C1220,Unoccupied,"(-37.812366553343665, 144.95949445282753)",-37.812366553343665,144.95949445282753
1260,4450E,Unoccupied,"(-37.813977354508374, 144.9547467827323)",-37.813977354508374,144.9547467827323
4653,8473W,Present,"(-37.825353748614546, 144.96669817494666)",-37.825353748614546,144.96669817494666
5871,C9186,Unoccupied,"(-37.79846860768509, 144.9653635023291)",-37.79846860768509,144.9653635023291
1293,4485W,Unoccupied,"(-37.81280728611151, 144.9539512252004)",-37.81280728611151,144.9539512252004
5803,12534N,Unoccupied,"(-37.81573906594603, 144.98027397146186)",-37.81573906594603,144.98027397146186
5414,11788E,Unoccupied,"(-37.8109708089936, 144.97558487670682)",-37.8109708089936,144.97558487670682
2192,3865S,Unoccupied,"(-37.8114618357652, 144.95768075239)",-37.8114618357652,144.95768075239
5586,12206N,Unoccupied,"(-37.80928907327666, 144.97418037652295)",-37.80928907327666,144.97418037652295
2918,4891W,Unoccupied,"(-37.808357076170466, 144.9577287474924)",-37.808357076170466,144.9577287474924
5413,11786E,Unoccupied,"(-37.811027950623796, 144.97557498790297)",-37.811027950623796,144.97557498790297
5927,12814N,Unoccupied,"(-37.802847537195206, 144.96768407412716)",-37.802847537195206,144.96768407412716
6103,C13508,Unoccupied,"(-37.81923720387667, 144.94587058764475)",-37.81923720387667,144.94587058764475
1151,C1242,Unoccupied,"(-37.812178467505646, 144.95940869400224)",-37.812178467505646,144.95940869400224
